     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
       500,        16,         0,    2.24,belief_find,3bf4d88d7244d9bcc941fc8d65937564c1bb7c925ac7d5cf566e19246465701f,"{""d"":7,""p"":0.005,""rounds"":7}",
       100,         4,         0,   0.358,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       200,         4,         0,   0.520,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       200,         5,         0,   0.765,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
      1066,         5,         0,    3.62,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
      2000,        28,         0,    6.24,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       400,        17,         0,    1.04,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       100,         0,         0,    1.31,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
       865,        19,         0,    3.80,belief_find,3bf4d88d7244d9bcc941fc8d65937564c1bb7c925ac7d5cf566e19246465701f,"{""d"":7,""p"":0.005,""rounds"":7}",
       439,        11,         0,    1.22,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
      4000,        25,         0,    31.9,belief_find,f6e3eef02fb0802cdfe9b6eb430c7510e949ef4888b1dc8a5bc707a7c8c88878,"{""d"":9,""p"":0.003,""rounds"":9}",
       800,        19,         0,    2.54,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       100,         3,         0,    1.90,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
       110,         1,         0,   0.363,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       100,         0,         0,    1.20,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
       200,         3,         0,    1.97,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
      1200,        26,         0,    3.12,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       118,         1,         0,   0.399,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       819,        14,         0,    2.99,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       200,         1,         0,    2.16,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
        88,         1,         0,   0.363,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
        53,         1,         0,   0.318,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       100,         5,         0,    1.55,bplsd,3efb8e26e06ef7662744bffcc03634bbffc5344645e8a40b1abecd4a0841755d,"{""d"":9,""p"":0.005,""rounds"":9}",
       307,         6,         0,   0.783,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
        14,         0,         0,   0.242,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
        68,         0,         0,   0.275,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
        14,         0,         0,   0.186,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
        14,         0,         0,   0.172,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
        70,         2,         0,   0.395,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
        14,         0,         0,   0.153,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       200,         8,         0,    3.39,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
       100,         6,         0,    1.83,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
       400,         1,         0,    3.97,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
       200,         1,         0,    2.16,bplsd,3efb8e26e06ef7662744bffcc03634bbffc5344645e8a40b1abecd4a0841755d,"{""d"":9,""p"":0.005,""rounds"":9}",
       200,         9,         0,    3.31,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
      5600,         7,         0,    42.6,bposd,92988a19b036274bc5ddd25ca94664acb578668f2740a26f13e273d87fd50d08,"{""d"":9,""p"":0.003,""rounds"":9}",
       600,         8,         0,    6.02,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
       800,         3,         0,    7.89,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
       400,         1,         0,    4.39,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
       292,        16,         0,    5.52,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
      1200,        14,         0,    11.8,bposd,b265715279732a7732131d3c8332c0c062bb5419c215c7fd93abdcdd039ee904,"{""d"":9,""p"":0.005,""rounds"":9}",
       600,        13,         0,    8.05,bplsd,3efb8e26e06ef7662744bffcc03634bbffc5344645e8a40b1abecd4a0841755d,"{""d"":9,""p"":0.005,""rounds"":9}",
       600,        21,         0,    10.1,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
       110,         4,         0,    2.16,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
       300,         8,         0,    3.36,bplsd,3efb8e26e06ef7662744bffcc03634bbffc5344645e8a40b1abecd4a0841755d,"{""d"":9,""p"":0.005,""rounds"":9}",
        26,         0,         0,   0.623,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
       800,        33,         0,    13.2,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
        39,         0,         0,   0.752,belief_find,91d48873c47ea346a3fbcae4fb6c395024980e5d0fefcfe332c3382431630d59,"{""d"":9,""p"":0.005,""rounds"":9}",
       600,        20,         0,    7.10,bplsd,3efb8e26e06ef7662744bffcc03634bbffc5344645e8a40b1abecd4a0841755d,"{""d"":9,""p"":0.005,""rounds"":9}",
       100,         3,         0,   0.123,bposd,bed63f50f4d7ba8e0597e23b551b7d57494a852bbe36fcf19478e86249666ae2,"{""d"":5,""p"":0.007,""rounds"":5}",
